protocol,role,endpoint,endpoint_role,N,mean,SD,median,Q1,Q3,bootstrap_95ci_low,bootstrap_95ci_high,wilcoxon_p_two_sided,cohens_dz,positive,zero,negative,positive_rate_exact_ci_low,positive_rate_exact_ci_high,holm_adjusted_p
v1_1,15_epoch_sensitivity,main_threshold_dice,secondary,40,0.05933500734765455,0.08666304268950152,0.0576143971385811,-0.0015719722122862002,0.11012860288539585,0.033110536829861315,0.0861807766578458,7.708757948421407e-05,0.6846633294453032,29,0,11,0.5611170928206619,0.8539910080361406,0.00013436856170301326
v1_1,15_epoch_sensitivity,main_threshold_iou,secondary,40,0.059173099089671846,0.07899059496208452,0.05692600513572615,-0.001035968093682775,0.10104759881430213,0.035589049088772855,0.08319346115010877,3.295479837106541e-05,0.7491157538194886,29,0,11,0.5611170928206619,0.8539910080361406,0.00013181919348426163
v1_1,15_epoch_sensitivity,fixed05_dice,secondary,40,0.06018055186995865,0.0820379279305245,0.04532693881502955,0.012676134298587174,0.11485347259395168,0.03553142559097368,0.08604806290660638,4.098819044884294e-05,0.7335698668660158,34,0,6,0.7016473331604235,0.9428977418454741,0.00013181919348426163
v1_1,15_epoch_sensitivity,fixed05_iou,secondary,40,0.052403494328999045,0.07467747467597627,0.038709813350938344,0.008650410835319724,0.10800349037597859,0.029368948508376274,0.07546295833843329,6.718428085150663e-05,0.7017309376940841,34,0,6,0.7016473331604235,0.9428977418454741,0.00013436856170301326
