protocol,role,endpoint,endpoint_role,N,mean,SD,median,Q1,Q3,bootstrap_95ci_low,bootstrap_95ci_high,wilcoxon_p_two_sided,cohens_dz,positive,zero,negative,positive_rate_exact_ci_low,positive_rate_exact_ci_high,holm_adjusted_p
v1,primary_protocol_candidate,main_threshold_dice,primary,40,0.0633090965315749,0.06658074909431919,0.045758252445603,0.0187411921315584,0.09427273921209492,0.04412216442431288,0.0846223192400857,1.5819750842638314e-08,0.9508618841444753,35,0,5,0.731967082638177,0.9581403738613833,1.5819750842638314e-08
v1,primary_protocol_candidate,main_threshold_iou,secondary,40,0.059231141345729266,0.0624723878597877,0.04316864043090175,0.014196007003136401,0.09003657119819103,0.041124975413730315,0.07956779451104104,2.0700099412351847e-08,0.9481171342236342,35,0,5,0.731967082638177,0.9581403738613833,6.210029823705554e-08
v1,primary_protocol_candidate,fixed05_dice,secondary,40,0.05334307603717255,0.07633910322538565,0.04661220553552055,-0.005929634320038475,0.09105715753656952,0.030676011091457813,0.07692343082784199,0.00020590441454260144,0.6987647717013521,28,0,12,0.5346837147458755,0.8343727956067644,0.0004118088290852029
v1,primary_protocol_candidate,fixed05_iou,secondary,40,0.04173234992469048,0.061469353469282256,0.03584643442482775,-0.004350410940677426,0.07786520449394775,0.023297534240604798,0.06103914428688278,0.00023327588314714376,0.6789131098563638,28,0,12,0.5346837147458755,0.8343727956067644,0.0004118088290852029
