family,evaluation,metric,comparison,reference,N,mean,SD,median,Q1,Q3,bootstrap_95ci_low,bootstrap_95ci_high,wilcoxon_p_two_sided,cohens_dz,positive,zero,negative,positive_rate_exact_ci_low,positive_rate_exact_ci_high,holm_adjusted_p
target_independent:fixed_0.5_and_probability:soft_dice,fixed_0.5_and_probability,soft_dice,FIXED,FULL_PCC,40,-0.04763075603424919,0.021288314414508454,-0.049492895168477796,-0.0633280367091832,-0.03528597900847833,-0.05421368148545554,-0.0409079673681245,1.8189894035458565e-12,-2.2374132167922034,0,0,40,0.0,0.08809730287880335,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:soft_dice,fixed_0.5_and_probability,soft_dice,NAIVE,FULL_PCC,40,-0.04181083961885347,0.022230587115368298,-0.04054229382246412,-0.052386232927538655,-0.02794981660454949,-0.04859510270966413,-0.03502893665230181,1.8189894035458565e-12,-1.8807798193484997,0,0,40,0.0,0.08809730287880335,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:soft_dice,fixed_0.5_and_probability,soft_dice,NO_SMOOTHING,FULL_PCC,40,0.03958675627906727,0.021028248227313053,0.04058212874651229,0.024386816718979645,0.05329994053902086,0.03320239601623816,0.04595479657101676,1.8189894035458565e-12,1.8825513115091084,40,0,0,0.9119026971211966,1.0,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:brier_score,fixed_0.5_and_probability,brier_score,EIA_BLEND_075,FULL_PCC,40,-0.0008118203079873649,0.000580835060305193,-0.0006260476370198,-0.0011713006414118998,-0.00037683595385999973,-0.000995643580692253,-0.0006459081239917744,1.8189894035458565e-12,-1.3976778666921439,0,0,40,0.0,0.08809730287880335,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:brier_score,fixed_0.5_and_probability,brier_score,EIA_BLEND_090,FULL_PCC,40,0.000551431653534755,0.00045372044959432635,0.0005054254603861501,0.0002773279441849499,0.0008326462913908249,0.0004134319391962132,0.0006917289545024081,3.1632225727662444e-09,1.215355521285833,36,0,4,0.7633626001240518,0.9720745847057807,6.326445145532489e-09
target_independent:fixed_0.5_and_probability:brier_score,fixed_0.5_and_probability,brier_score,EIA_LINEAR,FULL_PCC,40,0.0004656837368221376,0.001186986755703083,0.0003800991585646,0.00012404061132832505,0.0010257319924351,9.921901499712367e-05,0.0008217744860045627,0.005096850996778812,0.39232429054888746,30,0,10,0.5880380198484636,0.8730852010671533,0.005096850996778812
target_independent:fixed_0.5_and_probability:brier_score,fixed_0.5_and_probability,brier_score,EIA_MORPH,FULL_PCC,40,0.0015563487902006225,0.0011565609650233297,0.0013549183703337,0.0007044397177900498,0.0023836949095077994,0.0012105496018051706,0.0019099201595925586,7.821654435247183e-11,1.3456694781059193,38,0,2,0.8308031360405823,0.9938863534006533,2.346496330574155e-10
target_independent:fixed_0.5_and_probability:brier_score,fixed_0.5_and_probability,brier_score,FIXED,FULL_PCC,40,0.0015995109670942024,0.0008222560695710766,0.0013431548641103504,0.0010513914867465,0.0020905508362460247,0.0013517354618153097,0.0018528656944356498,1.8189894035458565e-12,1.945271097759819,40,0,0,0.9119026971211966,1.0,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:brier_score,fixed_0.5_and_probability,brier_score,NAIVE,FULL_PCC,40,0.0021574938403353173,0.0010659645527521622,0.00180654315310515,0.0014371070001421497,0.002753738505333875,0.0018368469814553548,0.002492633494212786,1.8189894035458565e-12,2.0239827250962414,40,0,0,0.9119026971211966,1.0,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:brier_score,fixed_0.5_and_probability,brier_score,NO_SMOOTHING,FULL_PCC,40,-0.0008492692029274725,0.0004171230481338906,-0.0007440811990127498,-0.001095973809415575,-0.0005567937193537752,-0.0009810377451517766,-0.0007267040117149604,1.8189894035458565e-12,-2.0360160070916753,0,0,40,0.0,0.08809730287880335,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:average_precision,fixed_0.5_and_probability,average_precision,EIA_BLEND_075,FULL_PCC,40,0.23905235982954193,0.15040084229512563,0.1981523048006773,0.13998253942864974,0.28717342406819535,0.19445830257961555,0.2872195555766455,1.8189894035458565e-12,1.5894349804268977,40,0,0,0.9119026971211966,1.0,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:average_precision,fixed_0.5_and_probability,average_precision,EIA_BLEND_090,FULL_PCC,40,0.17969368523410023,0.1482530429724461,0.13742764823175246,0.0736039337585456,0.22791958453455147,0.1366593712311443,0.22755573839853718,1.8189894035458565e-12,1.212074178251421,40,0,0,0.9119026971211966,1.0,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:average_precision,fixed_0.5_and_probability,average_precision,EIA_LINEAR,FULL_PCC,40,-0.021377547411304716,0.12635306173945898,-0.04247703948815239,-0.09943987721518269,0.044967344744816645,-0.0590420501867063,0.01929203439206885,0.1423485195809917,-0.16918899405370477,13,0,27,0.18572896676295317,0.49129487547845035,0.1423485195809917
target_independent:fixed_0.5_and_probability:average_precision,fixed_0.5_and_probability,average_precision,EIA_MORPH,FULL_PCC,40,-0.25842127754902744,0.11776206495732358,-0.2757497183636033,-0.33845297755151016,-0.15618609825703153,-0.29374798610097547,-0.2227820104617165,1.8189894035458565e-12,-2.1944356838739036,0,0,40,0.0,0.08809730287880335,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:average_precision,fixed_0.5_and_probability,average_precision,FIXED,FULL_PCC,40,-0.1437229485554095,0.055948382234513275,-0.14643028737682265,-0.18274800731476662,-0.10409145331148725,-0.16092690186687786,-0.12663032000105076,1.8189894035458565e-12,-2.5688490500579677,0,0,40,0.0,0.08809730287880335,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:average_precision,fixed_0.5_and_probability,average_precision,NAIVE,FULL_PCC,40,-0.19597216926180333,0.08766788865456557,-0.19795898892147784,-0.2540014060206757,-0.1354985902926161,-0.22368383787808246,-0.16979744045187084,1.8189894035458565e-12,-2.2353928247774393,0,0,40,0.0,0.08809730287880335,1.2732925824820995e-11
target_independent:fixed_0.5_and_probability:average_precision,fixed_0.5_and_probability,average_precision,NO_SMOOTHING,FULL_PCC,40,0.15004847401844063,0.09093642264890224,0.11902028155643364,0.08366570937664353,0.19741715003370608,0.12382388692492569,0.17937965673044146,1.8189894035458565e-12,1.650037131961579,40,0,0,0.9119026971211966,1.0,1.2732925824820995e-11
