evaluation,method,metric,N_total,N_finite,mean,SD,median,Q1,Q3,bootstrap_95ci_low,bootstrap_95ci_high
crossfitted_threshold,NO_SMOOTHING,target_probability_mass,40,40,14879.34993030096,15243.482122630598,9761.554408675001,3479.986600231139,18839.05158319856,10495.133620868843,19921.134982386113
crossfitted_threshold,NO_SMOOTHING,outside_target_probability_mass,40,40,34807.15820422012,22018.04137294629,30266.288455120957,19741.81997002041,49009.1906267902,28283.33637959873,41857.56209803239
crossfitted_threshold,NO_SMOOTHING,predicted_positive_voxels,40,40,13695.025,14150.109974180774,7895.0,3923.5,19101.0,9727.3025,18446.459375
crossfitted_threshold,NO_SMOOTHING,volume_error_voxels,40,40,-16615.675,27786.797537760394,-9927.5,-25297.5,1849.5,-25651.4175,-8651.173750000002
fixed_0.5_and_probability,EIA_BLEND_075,dice_fixed,40,40,0.24429795443931285,0.1568054915256709,0.22624340799714385,0.10771958238989407,0.3190780525497184,0.19754332156728727,0.2929084226014812
fixed_0.5_and_probability,EIA_BLEND_075,iou_fixed,40,40,0.1491477933406848,0.11586499030998196,0.12756197276429404,0.05693031825174155,0.18985836529421773,0.11623823644719686,0.18641040624873365
fixed_0.5_and_probability,EIA_BLEND_075,precision_fixed,40,40,0.23875678197572786,0.19603425435961805,0.17986793727972825,0.07518165363543813,0.36894619246062366,0.17984394272905568,0.30024775126801084
fixed_0.5_and_probability,EIA_BLEND_075,recall_fixed,40,40,0.522011738510112,0.29377749030076816,0.48048734120038517,0.23167360009067672,0.7986470634468119,0.4311615971370776,0.6119553842422019
fixed_0.5_and_probability,EIA_BLEND_075,specificity_fixed,40,40,0.9953054019804064,0.00307367338098132,0.9959236287799937,0.9932998880106273,0.9975353001296093,0.9943404814972949,0.9962111307284631
fixed_0.5_and_probability,EIA_BLEND_075,soft_dice,40,40,0.2813100549255388,0.15852512286753923,0.2780201741335644,0.17164232330191065,0.3765688213771389,0.23345959436296865,0.3303794113560105
fixed_0.5_and_probability,EIA_BLEND_075,brier_score,40,40,0.003890581461847807,0.0017167292280750811,0.0036685579970562,0.00253687585542375,0.0051990502598,0.003375052074449912,0.004422471104606065
fixed_0.5_and_probability,EIA_BLEND_075,average_precision,40,40,0.6121474136258659,0.18563195992751366,0.6301858149996953,0.4742478301120359,0.7375934038813589,0.5558506153314279,0.6678491197749292
fixed_0.5_and_probability,EIA_BLEND_075,target_probability_mass,40,40,14472.526723194122,14585.492519999427,10362.9595413208,3454.9476051330566,21419.99479866028,10336.054334505796,19174.99389953613
fixed_0.5_and_probability,EIA_BLEND_075,outside_target_probability_mass,40,40,40113.08252847195,22485.89610879622,32898.13268107176,24915.52429948747,53999.66249591112,33509.12071989559,47030.05043051809
fixed_0.5_and_probability,EIA_BLEND_075,predicted_positive_voxels,40,40,54501.175,33411.23778387507,45683.0,28768.5,78924.75,44598.410625,64742.265
fixed_0.5_and_probability,EIA_BLEND_075,volume_error_voxels,40,40,24190.475,42449.91966226429,22064.5,6746.0,54913.25,11221.25,37090.338125
fixed_0.5_and_probability,EIA_BLEND_090,dice_fixed,40,40,0.23355832965278536,0.15290901989000485,0.21609831775933924,0.10117397369646082,0.3029932737504922,0.18940695625264972,0.28252653012309087
fixed_0.5_and_probability,EIA_BLEND_090,iou_fixed,40,40,0.14155821867024904,0.11156474269397637,0.12114186046720954,0.053285170468769,0.1785696953072093,0.10927870730300522,0.1772585345695439
