case_id,condition,method,repeats,mean_dice,worst_dice,best_dice,mean_iou,worst_iou,best_iou
PatientID_0005_T3_to_T4_t1c,FP_25,EIA_LINEAR,5,0.252200690224258,0.2521900716949246,0.2522431643415916,0.14429613808156255,0.1442891859312184,0.1443239466829392
PatientID_0005_T3_to_T4_t1c,FP_25,PCC,5,0.44611627291090744,0.4458720467362391,0.4465091584962434,0.2870976262602679,0.2868953266163263,0.2874231032369301
PatientID_0005_T3_to_T4_t1c,MIXED,EIA_BLEND_075,30,0.424657994882984,0.3938943456492197,0.4591983010496629,0.2697648391289066,0.2452480909971489,0.2980255677165492
PatientID_0005_T3_to_T4_t1c,MIXED,EIA_LINEAR,30,0.2418316963301876,0.2405627820748457,0.2426864879415267,0.1375476235394377,0.1367271191304286,0.1381008489942868
PatientID_0005_T3_to_T4_t1c,MIXED,PCC,30,0.3545668525080639,0.3456862224755592,0.3628882399956759,0.21550040528601117,0.2089604929808735,0.2216636938796282
PatientID_0005_T3_to_T4_t1c,PARTIAL_25,EIA_BLEND_075,1,0.4602070613363364,0.4602070613363364,0.4602070613363364,0.2988759396145481,0.2988759396145481,0.2988759396145481
PatientID_0005_T3_to_T4_t1c,PARTIAL_25,EIA_LINEAR,1,0.2444385452815386,0.2444385452815386,0.2444385452815386,0.1392366781848655,0.1392366781848655,0.1392366781848655
PatientID_0005_T3_to_T4_t1c,PARTIAL_25,PCC,1,0.3557207326956272,0.3557207326956272,0.3557207326956272,0.2163383920175544,0.2163383920175544,0.2163383920175544
PatientID_0005_T3_to_T4_t1c,PARTIAL_50,EIA_BLEND_075,1,0.4991770639899342,0.4991770639899342,0.4991770639899342,0.3326022357672066,0.3326022357672066,0.3326022357672066
PatientID_0005_T3_to_T4_t1c,PARTIAL_50,EIA_LINEAR,1,0.2497478099482413,0.2497478099482413,0.2497478099482413,0.1426924710567647,0.1426924710567647,0.1426924710567647
PatientID_0005_T3_to_T4_t1c,PARTIAL_50,PCC,1,0.3838067427824845,0.3838067427824845,0.3838067427824845,0.2374757728314616,0.2374757728314616,0.2374757728314616
PatientID_0005_T3_to_T4_t1c,SHIFT_3,EIA_BLEND_075,6,0.5021414034288433,0.4605787098630056,0.5280594637767969,0.33566444312897475,0.2991895154578655,0.3587505410705977
PatientID_0005_T3_to_T4_t1c,SHIFT_3,EIA_LINEAR,6,0.249075303090459,0.2480488452548965,0.2505441996482467,0.14225390782485514,0.1415843384707684,0.1432126491110068
PatientID_0005_T3_to_T4_t1c,SHIFT_3,PCC,6,0.4026634811237236,0.3813113883891343,0.418157685176051,0.2521569534875682,0.235568092389282,0.2643485265736608
PatientID_0006_T2_to_T4_t1c,FP_25,EIA_BLEND_075,5,0.8670474801517776,0.8669988656646613,0.867079889809855,0.7652990451045039,0.7652232988963699,0.7653495440813392
PatientID_0006_T2_to_T4_t1c,FP_25,EIA_LINEAR,5,0.4334953816351989,0.4334791768061602,0.4335196888787571,0.276727803345634,0.2767145960671171,0.2767476142634094
PatientID_0006_T2_to_T4_t1c,FP_25,PCC,5,0.6308134824252387,0.6306109220622547,0.6311375790060133,0.46072139600051126,0.4605052955606027,0.4610672112385371
PatientID_0006_T2_to_T4_t1c,MIXED,EIA_BLEND_075,30,0.7720331658880509,0.7466374979795285,0.8043672014299877,0.6290043769963718,0.5957075441335669,0.6727543794371038
PatientID_0006_T2_to_T4_t1c,MIXED,EIA_LINEAR,30,0.4185153675913173,0.4146815751212388,0.4220142602612621,0.2646364958474518,0.261576203637392,0.2674385766920634
PatientID_0006_T2_to_T4_t1c,MIXED,PCC,30,0.5122657051900232,0.4964754496942052,0.5254415816009269,0.3443827836466886,0.3302077439352731,0.3563382603616589
PatientID_0006_T2_to_T4_t1c,PARTIAL_25,EIA_BLEND_075,1,0.7622346459293017,0.7622346459293017,0.7622346459293017,0.615815140915268,0.615815140915268,0.615815140915268
PatientID_0006_T2_to_T4_t1c,PARTIAL_25,EIA_LINEAR,1,0.4329120077898049,0.4329120077898049,0.4329120077898049,0.276252520570905,0.276252520570905,0.276252520570905
PatientID_0006_T2_to_T4_t1c,PARTIAL_25,PCC,1,0.464592448560513,0.464592448560513,0.464592448560513,0.3025857519972932,0.3025857519972932,0.3025857519972932
PatientID_0006_T2_to_T4_t1c,PARTIAL_50,EIA_BLEND_075,1,0.833616917844887,0.833616917844887,0.833616917844887,0.7147025112113263,0.7147025112113263,0.7147025112113263
PatientID_0006_T2_to_T4_t1c,PARTIAL_50,EIA_LINEAR,1,0.4434856587375732,0.4434856587375732,0.4434856587375732,0.2849223081313625,0.2849223081313625,0.2849223081313625
PatientID_0006_T2_to_T4_t1c,PARTIAL_50,PCC,1,0.5509236752643226,0.5509236752643226,0.5509236752643226,0.3801895496273256,0.3801895496273256,0.3801895496273256
PatientID_0006_T2_to_T4_t1c,SHIFT_3,EIA_BLEND_075,6,0.7874196510603207,0.7461513531083668,0.8265273051404447,0.6502121463439897,0.5950888530017742,0.704343022864588
PatientID_0006_T2_to_T4_t1c,SHIFT_3,EIA_LINEAR,6,0.4482323232434999,0.4453492140770266,0.4516285853295327,0.2888558782385704,0.2864625407352062,0.2916797488411387
PatientID_0006_T2_to_T4_t1c,SHIFT_3,PCC,6,0.6047574677333882,0.5815508021475135,0.6231972127770378,0.4335909678101884,0.4099905749461631,0.4526408709885938
PatientID_0007_T2_to_T3_t1c,FP_25,EIA_BLEND_075,5,0.7108250582499187,0.71067794534077,0.7109231335226847,0.5513798363474525,0.5512028145334978,0.5514978602423682
