relative_path,file_name,file_type,size_bytes,sha256,category,large_artifact,source
02_shuffled_target/cases/PatientID_0012_T2_to_T3_t1c/COMPLETE.json,COMPLETE.json,.json,105,bc3fddb26ba392a75b2993a0b5bc96ba568c9d3cde13ed0a9ab77de4427ad33a,02_shuffled_target,False,local_or_small_kaggle_output
02_shuffled_target/cases/PatientID_0012_T2_to_T3_t1c/metrics.csv,metrics.csv,.csv,696,1a5a34959b386d1dd0014f52f056f74cddfa0957629319d8159fea037f527f3e,02_shuffled_target,False,local_or_small_kaggle_output
02_shuffled_target/cases/PatientID_0013_T1_to_T2_t1c/COMPLETE.json,COMPLETE.json,.json,105,d379638f32dd3ff3a21584208caf0be67d685b2ebb52d84caed985b283f3a409,02_shuffled_target,False,local_or_small_kaggle_output
02_shuffled_target/cases/PatientID_0013_T1_to_T2_t1c/metrics.csv,metrics.csv,.csv,707,44a6d6872964807ab373ad37b0b8ee5ae9bb93ef4b6aea312abefad53b4d61a2,02_shuffled_target,False,local_or_small_kaggle_output
02_shuffled_target/cases/PatientID_0014_T1_to_T2_t1c/COMPLETE.json,COMPLETE.json,.json,105,999dddef40dbc57dfdf0fa266403e208ca3548f9f0332239cfe5c75907f8296c,02_shuffled_target,False,local_or_small_kaggle_output
02_shuffled_target/cases/PatientID_0014_T1_to_T2_t1c/metrics.csv,metrics.csv,.csv,698,3d35460b979a0c795aff2e808bc40a5b6ea593b08045b42b33f171cceb390735,02_shuffled_target,False,local_or_small_kaggle_output
02_shuffled_target/cases/PatientID_0018_T1_to_T2_t1c/COMPLETE.json,COMPLETE.json,.json,105,ab92fb91d80ee750778a6cfe9a400b82756685a3903a3ab843fbfa07395e2cb2,02_shuffled_target,False,local_or_small_kaggle_output
02_shuffled_target/cases/PatientID_0018_T1_to_T2_t1c/metrics.csv,metrics.csv,.csv,704,9cc5e0d3ac4623b38bbce4dfd661c3459e7b3e2ce506c530f170a678dc94fef2,02_shuffled_target,False,local_or_small_kaggle_output
02_shuffled_target/cases/PatientID_0019_T4_to_T5_t1c/COMPLETE.json,COMPLETE.json,.json,105,c53cf27b13df185b05f61a82b56d20ff176347f1c7940ea48a94ef955f93ac08,02_shuffled_target,False,local_or_small_kaggle_output
02_shuffled_target/cases/PatientID_0019_T4_to_T5_t1c/metrics.csv,metrics.csv,.csv,705,0060145a12007ce3e7652e08c58401c58e91e15c7b372110acce2cf8465af025,02_shuffled_target,False,local_or_small_kaggle_output
02_shuffled_target/cases/PatientID_0020_T1_to_T2_t1c/COMPLETE.json,COMPLETE.json,.json,105,a4204ec604b8856db9231430fd052df79d37c614abd07a8341fe1fc6ebf4439a,02_shuffled_target,False,local_or_small_kaggle_output
