family,endpoint,N,mean,SD,median,Q1,Q3,bootstrap_95ci_low,bootstrap_95ci_high,wilcoxon_p_two_sided,cohens_dz,positive,zero,negative,positive_rate_exact_ci_low,positive_rate_exact_ci_high,holm_adjusted_p
layer3b_enrichment,core_minus_control_abs_mean,40,-0.0059531371376942924,0.08579181488296518,0.0177650408819317,-0.07218952821567648,0.06588857532478863,-0.03278528280984028,0.019885046382492833,0.9205922683031531,-0.06939050241349244,22,0,18,0.38490679453401333,0.7074116499601201,0.9205922683031531
layer3b_enrichment,boundary_minus_control_abs_mean,40,0.023074788992526,0.07459999264203457,0.0277788152918219,-0.029157870076596676,0.08119624010287221,0.0004385197933006568,0.045469105430791364,0.049760567819248536,0.3093135558772715,26,0,14,0.4831555463510092,0.7937175091292331,0.09952113563849707
layer3b_enrichment,peritumour_minus_control_abs_mean,40,0.029578311109216864,0.062157299155893644,0.0236653180792927,-0.00850984780117865,0.08134547090157862,0.010684045131434687,0.04841006042232035,0.007264065483468585,0.4758622319646316,27,0,13,0.5087051245215497,0.8142710332370469,0.021792196450405754
layer3b_useful_dominance,fn_useful_dominance,40,2766.4977103233336,6151.722781691284,518.2630233764648,-1366.2055501937866,5662.3106689453125,966.0748469042778,4685.606932995319,0.043626361240967526,0.44971104981469023,25,0,15,0.45801475223261096,0.7727372775181741,0.07889336268999614
layer3b_useful_dominance,fp_useful_dominance,40,9796.99945821762,13169.368716042238,7286.95361328125,210.2580451965332,13161.977821350098,6022.522603065967,13917.43203070402,4.9328082241117954e-06,0.7439232410801458,32,0,8,0.6435219813207784,0.9094775906000439,1.4798424672335386e-05
layer3b_useful_dominance,error_region_useful_dominance,40,12563.497168540955,10857.491399407583,9848.674480438232,5881.764423370361,15506.478790283201,9451.163586745262,15986.075064783096,3.456079866737127e-11,1.1571270661311743,38,0,2,0.8308031360405823,0.9938863534006533,1.382431946694851e-10
layer3b_useful_dominance,boundary_fn_useful_dominance,40,1987.5176231861115,4530.555087037165,479.19462394714355,-1366.5464177131653,4444.22102355957,628.4651638221741,3439.452742465734,0.03944668134499807,0.43869185673799693,24,0,16,0.4332670521932944,0.7513500134122563,0.07889336268999614
descriptive_useful_fraction,useful_correction_fraction,40,0.6908931246829348,0.24591883535309583,0.7720221359710091,0.500352408183605,0.8805537514867531,0.6142286945925012,0.765099685954943,1.8189894035458565e-12,2.809435575322788,40,0,0,0.9119026971211966,1.0,1.8189894035458565e-12
