family,endpoint,N,mean,SD,median,Q1,Q3,bootstrap_95ci_low,bootstrap_95ci_high,wilcoxon_p_two_sided,cohens_dz,positive,zero,negative,positive_rate_exact_ci_low,positive_rate_exact_ci_high,holm_adjusted_p
layer3a_absolute_pri,pcc_minus_baseline_core_PRI,40,0.06121914835696725,0.0819131042120362,0.0583825213140126,-0.006669967055499149,0.11452980213577182,0.037175408699467886,0.087052527455523,4.404162064020056e-05,0.7473669682752884,29,0,11,0.5611170928206619,0.8539910080361406,0.0001321248619206017
layer3a_absolute_pri,pcc_minus_baseline_boundary_PRI,40,0.02206074010579003,0.06540674304499801,0.01627162948879595,-0.027375101319345473,0.07750616969781043,0.0021608217329870012,0.04205037429807167,0.06414752090131515,0.33728540940515656,23,0,17,0.4089005804269633,0.729570968731163,0.1282950418026303
layer3a_absolute_pri,pcc_minus_baseline_peritumour_PRI,40,0.0025977872155314753,0.03179476820972933,0.00456309952101815,-0.008614896248625874,0.020000717570601775,-0.007463322388959577,0.01179096300029895,0.26487403590545,0.08170486409573954,23,0,17,0.4089005804269633,0.729570968731163,0.26487403590545
layer3a_relative_pri,pcc_minus_baseline_core_relative_PRI,40,-3.3265095936095257,21.282522087833627,0.07748136117540465,-0.03747711752521887,0.15072075132177598,-10.08900866271313,0.08132374145070434,0.08415465162215696,-0.15630241471762218,23,0,17,0.4089005804269633,0.729570968731163,0.2524639548664709
layer3a_relative_pri,pcc_minus_baseline_boundary_relative_PRI,40,25.058288185047928,185.78207932495218,-0.00956959969074855,-0.0652154463493315,0.096063207943307,-11.770445201246376,87.02344356402082,0.8785070700851065,0.13488000713577103,19,0,21,0.3151197066349855,0.638719864735614,1.0
layer3a_relative_pri,pcc_minus_baseline_peritumour_relative_PRI,40,0.7837148923664852,28.97685388902118,0.00853941711613345,-0.024500275997951577,0.04006700103545703,-8.322544456434219,10.716852008665914,0.617864971896779,0.027046238193008974,23,0,17,0.4089005804269633,0.729570968731163,1.0
